rid,eu_name,authorid,match_type,host_id,source
1346,Pierre Berger,A5030919165,exact,I1294671590,round3_semantic
1347,Wendy Joy Lowen,A5049922117,fuzzy,I149213910,round2_inst
1348,Vincent Hubert Pilloni,A5084593582,fuzzy,I1294671590,round2_inst
1349,Rico Zenklusen,A5033406324,exact,I35440088,round2_inst
1350,Xin Li,A5100353820,exact,I7882870,round3_semantic
1351,Stefano Favaro,A5083953277,exact,I55143463,round4_semtie
1352,Tuomo Kuusi,A5110357066,exact,,name_unique
1353,Mark Podolskij,A5022093434,exact,,name_unique
1354,Arend Bayer,A5031149825,exact,,name_unique
1355,Gustav Holzegel,A5067019485,exact,,name_unique
1356,Michael Temkin,A5048293958,exact,,name_unique
1357,Siddhartha Mishra,A5101961582,exact,I35440088,round4_semtie
1358,Damien Calaque,A5019993325,exact,I19894307,round2_inst
1359,Mikko Salo,A5078087086,exact,I94722563,round2_inst
1360,Nathalie Anne M. Wahl,A5082652450,fuzzy,I124055696,round2_inst
1361,Eva Viehmann,A5006235119,exact,,name_unique
1362,Gabor Zoltan Pete,A5063213545,fuzzy,I127817813,round2_inst
1363,Shiri Artstein,A5045362897,exact,,name_unique
1364,Konstantinos Panagiotou,A5114612039,exact,,name_unique
1365,Paolo Stellari,A5029317691,exact,,name_unique
1366,Chris M Wendl,A5004713685,fuzzy,,round3_semantic
1367,Edward Paul Segal,A5091224791,alias,,round3_semantic
1368,Yoel Shkolnisky,A5037804006,exact,,name_unique
1369,Laszlo Szekelyhidi,A5077855474,exact,,round4_semtie
1370,Jérémie Szeftel,A5108725023,exact,,name_unique
1371,Francis Clément Sais Brown,A5057969937,fuzzy,I40120149,round3_semantic
1372,Anna Ershler,A5038347500,fuzzy,,round3_semantic
1373,Colin Alfred Guillarmou,A5058506941,fuzzy,I1294671590,round2_inst
1374,Clement Mouhot,A5060848970,exact,I241749,round4_semtie
1375,Mathieu Lewin,A5060310865,exact,,name_unique
1376,Mathias Dr. Schacht,A5048188412,fuzzy,I159176309,round2_inst
1377,Alessio Figalli,A5021329629,exact,,name_unique
1378,Alessandro Giuliani,A5060718297,exact,I861853513,round3_semantic
1379,Gianluigi Rozza,A5061558433,exact,,name_unique
1380,Jonatan Carl Anders Lenells,A5074222101,fuzzy,I86987016,round2_inst
1381,Victor Rotger Cerdà,A5061605235,fuzzy,,round4_semtie
1382,Lourenco Beirao Da Veiga,A5062969935,alias,I189158943,round2_inst
1383,Stefanie Petermichl,A5044037421,exact,,name_unique
1384,Tamar Ziegler,A5091670796,exact,,name_unique
1385,Peter Karl Friz,A5085656370,fuzzy,I4577782,round2_inst
1386,Andreas Thom,A5010043767,exact,,round3_semantic
1387,Thomas Henry Coates,A5077729374,fuzzy,I47508984,round2_inst
1388,Christian Liedtke,A5102713593,exact,I62916508,round2_inst
1389,Søren Galatius,A5089158851,exact,I124055696,round3_semantic
1390,Sofia Olhede,A5094544762,exact,,round4_maxpapers
1391,Boris Adamczewski,A5000184641,exact,,name_unique
1392,Peter Keevash,A5023231478,exact,I40120149,round3_semantic
1393,Sarah Zerbes,A5080341690,alias,I45129253,round2_inst
1394,David Perez Garcia,A5114050683,exact,I121748325,round4_semtie
1395,Martin Vohralik,A5020083948,alias,,round3_semantic
1397,Alexander Bufetov,A5113058265,exact,,name_unique
1398,Miklos Abert,A5090415354,exact,I127817813,round2_inst
1399,Daniel Kral,A5027559065,exact,,round3_semantic
1400,David Christophe Hernandez,A5102796273,fuzzy,I1294671590,round2_inst
1401,Pierre Henri Alexandre Raphael,A5109371196,fuzzy,I241749,round2_inst
1402,Joel Fine,A5068382211,exact,,name_unique
1403,Richard Nickl,A5091556790,exact,,name_unique
1404,Martin Hairer,A5016315238,exact,I47508984,round2_inst
1405,Anna Wienhard,A5079677109,exact,,name_unique
1407,Jose Maria Martell Berrocal,A5003362399,fuzzy,,round4_semtie
1408,Giancarlo Sangalli,A5059485119,exact,,name_unique
1409,Martin Burger,A5069220813,exact,I181369854,round2_inst
1410,Raf Cluckers,A5001129858,exact,,name_unique
1411,Tony Gilbert Lelievre,A5048560398,fuzzy,,round3_semantic
1412,Javier Jose Fernandez De Bobadilla De Olazabal,A5055751062,fuzzy,,round3_semantic
1413,Stefaan Vaes,A5090311858,exact,I99464096,round2_inst
1414,Balazs Szegedy,A5112443030,exact,I127817813,round2_inst
1415,Jose Luis Rodrigo,A5003213636,exact,,name_unique
1416,Donato Giovannelli,A5089320122,exact,,name_unique
1417,Tristan Biard,A5001590902,exact,,round3_semantic
1418,Velle Toll,A5046636343,exact,I56085075,round2_inst
1419,Emma Järvinen,A5025864552,exact,I167360494,round2_inst
1420,Gabriele Messori,A5061617752,exact,,name_unique
1421,Anna Pakhomova,A5087651504,exact,,round3_semantic
1422,Penelope Wozniakiewicz,A5004154055,alias,I20581793,round2_inst
1423,Eva Stueeken,A5038696331,exact,I16835326,round3_semantic
1424,Aloisia Nuijens,A5028455474,fuzzy,,round3_semantic
1425,Valerio Cerantola,A5088533031,exact,,name_unique
1426,Piero Poli,A5086162214,exact,I138689650,round2_inst
1427,Lennart De Groot,A5061555315,alias,I193662353,round2_inst
1428,Eva Ternon,A5045085411,exact,,name_unique
1429,Jenny Gales,A5000672954,alias,I897542642,round2_inst
1430,Jesper Björklund,A5090460928,exact,,name_unique
1431,Sara Callegaro,A5080493405,exact,I9360294,round2_inst
1432,Sanja Panovska,A5083700031,exact,,name_unique
1433,Mar Benavides,A5020147008,exact,,name_unique
1434,Pietro Sternai,A5066630823,exact,,name_unique
1435,Pablo Ortega,A5033121109,exact,I2799803557,round2_inst
1436,Bieito Fernández Castro,A5068615059,exact,,name_unique
1437,Ylona Van Dinther,A5067792157,exact,I193662353,round2_inst
1438,Jean-Arthur Olive,A5000271211,exact,,name_unique
1439,Zoyne Pedrero Zayas,A5049918410,exact,,name_unique
1440,Sander Nijdam,A5028449814,exact,,name_unique
1441,Steven Goderis,A5062114510,exact,,name_unique
1442,Sergey Lobanov,A5068266479,exact,,round3_semantic
1443,Eleni Anagnostou,A5067306886,exact,,name_unique
1444,Romain Jolivet,A5052546409,exact,,name_unique
1445,Olivier Namur,A5083347283,exact,I99464096,round4_semtie
1446,Wim Thiery,A5049409942,exact,I13469542,round2_inst
1447,Martin Schiller,A5050832722,exact,I124055696,round3_semantic
1448,Andreas Nilsson,A5047834365,exact,I187531555,round3_semantic
1449,Florent Gimbert,A5066809808,exact,I1294671590,round2_inst
1450,Jan Taucher,A5007343280,exact,,name_unique
1451,Pascal Bohleber,A5087770878,exact,I127251866,round2_inst
1452,Jia Chen,A5086814847,exact,I62916508,round4_semtie
1453,Karl Laundal,A5076851651,alias,,round3_semantic
1454,Sascha Brune,A5089281652,exact,I4210152878,round2_inst
1455,Jeffrey Carpenter,A5110861274,exact,,round3_semantic
1456,Naomi Murdoch,A5083763814,exact,,name_unique
1457,Diego Miralles,A5064045661,exact,I32597200,round2_inst
1458,Evelyn Füri,A5030165711,exact,I1294671590,round2_inst
1459,Daniel Herwartz,A5079423760,exact,,name_unique
1460,Wei-Li Hong,A5053211960,exact,I161593684,round2_inst
1461,Jose Alberto Padron Navarta,A5006433996,exact,,name_unique
1462,Catherine Larose,A5037232032,exact,I1294671590,round2_inst
1463,Nicolas Brantut,A5014620465,exact,,round4_semtie
1464,Kjetil Våge,A5012371910,exact,,name_unique
1465,Jan-Hendrik Hehemann,A5062026003,exact,I180437899,round3_semantic
1466,Thorsten Bauersachs,A5016419835,exact,,name_unique
1467,Mustafa Yucel,A5006534189,exact,I201799495,round2_inst
1468,Alexis Licht,A5024215943,exact,,name_unique
1469,Mathew Domeier,A5071984618,exact,,name_unique
1470,Alexander Robinson,A5083919011,exact,I127251866,round2_inst
1471,Sophie Bonnet,A5083944985,exact,I4210166444,round2_inst
1472,Emma Tomlinson,A5109648228,exact,,name_unique
1473,Danilo Di Genova,A5009811976,exact,,name_unique
1474,Cathy Quantin-Nataf,A5029307055,exact,,name_unique
1475,Faysal Bibi,A5038250577,exact,,round4_semtie
1476,Marie Spohn,A5015497931,exact,I298625061,round2_inst
1477,Alida Timar-Gabor,A5016545451,exact,,name_unique
1478,Trude Storelvmo,A5025021005,exact,I184942183,round2_inst
1479,Matti Rissanen,A5073788174,exact,,round3_semantic
1480,Lisa Wingate,A5053808650,exact,,round3_semantic
1481,Chloe Michaut,A5029449490,exact,,round3_semantic
1482,Sander Veraverbeke,A5057471009,exact,,name_unique
1483,Anna Nele Meckler,A5027261508,exact,I4432739,round2_inst
1485,Frederic Moynier,A5036994564,exact,I148261361,round4_semtie
1486,Damien Daval,A5033507984,exact,I1294671590,round2_inst
1487,Yan Lavallée,A5059881705,exact,I8204097,round2_inst
1488,Robert Hilton,A5003424407,exact,I40120149,round4_semtie
1489,Stefano Manzoni,A5036229388,exact,I161593684,round2_inst
1490,Nuria Casacuberta,A5064861795,exact,,name_unique
1491,Ryan Stewart Mcwilliams,A5035523743,exact,,name_unique
1492,Ivana Stiperski,A5008995833,exact,,name_unique
1493,Ana Godinho Ferreira,A5039305073,fuzzy,I45129253,round4_semtie
1494,Erin Louise Mcclymont,A5026762714,alias,I190082696,round2_inst
1495,Hauke Marquardt,A5062735619,exact,,name_unique
1496,Anne Socquet,A5053237040,exact,,name_unique
1497,Alberto Vitale Brovarone,A5009989419,exact,,name_unique
1498,Andrew Hooper,A5091769787,exact,I130828816,round2_inst
1499,Taylor Schildgen,A5044850294,exact,,name_unique
1500,Ilona Anniina Riipinen,A5038776980,alias,I161593684,round2_inst
1501,Zoltan Zajacz,A5020642779,exact,,name_unique
1502,Harsha Bhat Suresh,A5108136706,alias,I1294671590,round2_inst
1503,Wojciech Miloch,A5086688344,alias,I184942183,round2_inst
1504,Madeleine Clare Sperryn White,A5091159076,fuzzy,,round4_semtie
1505,Angela Gallego-Sala,A5011579501,exact,I23923803,round2_inst
1506,Corrado Cimarelli,A5025118057,exact,I8204097,round2_inst
1507,Stijn De Schepper,A5002139453,exact,I4210107808,round3_semantic
1508,Alma Hodzic,A5033843250,exact,I1294671590,round2_inst
1509,Horst Machguth,A5036217745,exact,,name_unique
1510,Mariette Wolthers,A5012559481,exact,,name_unique
1512,Laurent Remusat,A5073103760,exact,,name_unique
1514,Orit Sivan,A5007815935,exact,,name_unique
1515,Bruno Dhuime,A5086220526,exact,I1294671590,round3_semantic
1516,Samuel Jaccard,A5087925100,alias,I97565354,round4_semtie
1517,Adrian Jäggi,A5072456620,exact,I118564535,round2_inst
1518,Michael Sigl,A5023875272,exact,I118564535,round2_inst
1519,Tamsin Mather,A5031862821,alias,I40120149,round2_inst
1520,Christopher Finlay,A5034040026,alias,I96673099,round2_inst
1521,Dominick Spracklen,A5105974048,exact,,name_unique
1522,Gianluca Botter,A5084584851,exact,I138689650,round2_inst
1523,Carlos Perez Garcia-Pando,A5040545550,exact,I2799803557,round3_semantic
1524,Ulrike Herzschuh,A5085075467,exact,I127251866,round2_inst
1525,Thorsten Mauritsen,A5000717001,exact,I161593684,round2_inst
1526,Jan Olaf Mirko Härter,A5082829491,fuzzy,,round4_semtie
1527,Harald Sodemann,A5031563496,exact,,name_unique
1528,Boris Jozef Paul Kaus,A5000595449,alias,I197323543,round2_inst
1529,Francesca Pellicciotti,A5040884723,exact,,name_unique
1530,Richard Katz,A5112814209,exact,,round4_semtie
1531,Karine Sellegri,A5028858445,exact,I1294671590,round4_semtie
1532,Appy Sluijs,A5039737037,exact,I193662353,round2_inst
1533,Riikka Tiivi Mariisa Rinnan,A5046186806,fuzzy,I124055696,round2_inst
1534,Helge Niemann,A5075104775,exact,,round4_semtie
1535,Alessandro Tagliabue,A5049870717,exact,,name_unique
1536,Alfonso Saiz Lopez,A5034553326,exact,I134820265,round2_inst
1537,Vasileios Amoiridis,A5111038879,exact,,name_unique
1538,Christoph Karl Thomas,A5074981980,alias,I54009628,round2_inst
1539,Daniel Roy Parsons,A5014681028,fuzzy,I191240316,round3_semantic
1540,Stephanie Anne Henson,A5075890093,alias,I197940685,round2_inst
1541,Ansgar Kahmen,A5003759297,exact,,name_unique
1542,David Torbjorn Emanuel Bastviken,A5078790493,fuzzy,,round4_semtie
1543,Caroline Louise Peacock,A5012135074,fuzzy,I130828816,round2_inst
1544,Athanasios Nenes,A5001150915,exact,I8901234,round2_inst
1545,Philip Stier,A5087616218,exact,I40120149,round3_semantic
1546,Hagit Pnina Affek,A5046887717,fuzzy,I197251160,round2_inst
1547,Rizlan Bernier-Latmani,A5065088339,exact,I5124864,round2_inst
1548,Rosalind Emily Mayors Rickaby,A5082449899,fuzzy,I40120149,round2_inst
1549,Arwen Fedora Deuss,A5071884555,fuzzy,I193662353,round2_inst
1550,Eric Douglas Galbraith,A5019280918,alias,I123044942,round2_inst
1551,Philip Pogge Von Strandmann,A5063694053,alias,I45129253,round2_inst
1552,Daniel Metcalfe,A5039514583,exact,,round3_semantic
1553,Alejandro Luque Estepa,A5071772697,exact,,name_unique
1554,Razvan Caracas,A5073263693,exact,I1294671590,round2_inst
1555,Maud Boyet,A5040237658,exact,,name_unique
1556,Alexander Nils Knohl,A5051172985,fuzzy,I74656192,round2_inst
1557,Alexandre Jean-Marie Schubnel,A5065572521,fuzzy,I1294671590,round2_inst
1558,Poul Christoffersen,A5026733539,exact,,name_unique
1559,Hendrik Fuchs,A5057217648,exact,I171892758,round3_semantic
1560,Eva Isabel Cacho Lascorz,A5078361408,exact,,name_unique
1561,Thomas Tütken,A5014989469,exact,,name_unique
1562,Wouter Peters,A5071349296,exact,,name_unique
1563,Bas Johannes Henricus Van De Wiel,A5083576492,exact,,name_unique
1564,Tiina Roose,A5042575221,exact,,name_unique
1565,Tetsuya Komabayashi,A5004304222,exact,,name_unique
1566,Sari Hannele Korhonen,A5066081714,fuzzy,,round3_semantic
1567,Maarten Gabriel Kleinhans,A5043958212,fuzzy,I193662353,round2_inst
1568,Guillaume Dupont-Nivet,A5006751458,exact,I1294671590,round2_inst
1569,Benjamin John Murray,A5031447909,alias,I130828816,round2_inst
1570,Sönke Zaehle,A5025734197,exact,,name_unique
1571,Dirk Sachse,A5043648418,exact,,name_unique
1572,Noel Sebastian Keenlyside,A5073806842,alias,I4432739,round2_inst
1573,Mark Adriaan Van Zuilen,A5073115811,fuzzy,I148261361,round2_inst
1574,Thomas Ingo Rafael Walter,A5107934994,fuzzy,I4210152878,round3_semantic
1575,Roland Von Glasow,A5075995207,alias,I1118541,round2_inst
1576,Nicolas Coltice,A5013155157,exact,,name_unique
1577,Martin Gysel Beer,A5069713424,alias,I2802229908,round2_inst
1578,Diego Perugini,A5078724935,exact,I27483092,round3_semantic
1579,Sonia Isabelle Seneviratne,A5011579041,alias,I35440088,round2_inst
1580,Heiko Pälike,A5049627320,exact,,name_unique
1581,Todd Alan Ehlers,A5013062960,alias,I8087733,round2_inst
1582,Hayley Jane Fowler,A5104361505,exact,,name_unique
1583,Thorsten Kleine,A5084879320,alias,I22465464,round2_inst
1584,Martin Elsner,A5017048288,exact,I62916508,round2_inst
1585,Paul Martin Winkler,A5042382547,alias,I129774422,round2_inst
1586,Giulio Di Toro,A5058567673,exact,,name_unique
1588,Anne Mangeney,A5113910058,exact,,name_unique
1589,Martin Bizzarro,A5034179199,exact,I124055696,round2_inst
1590,Reza Darvishi Kamachali,A5050302120,exact,,name_unique
1591,Yu Ogawa,A5062856177,exact,,round3_semantic
1592,Julien Guenole,A5002582587,exact,,name_unique
1593,Yentl Swolfs,A5079902821,exact,,name_unique
1594,Stefan Guldin,A5006811097,exact,I62916508,round2_inst
1595,Miguel Dias Castilho,A5090921422,alias,I83019370,round2_inst
1596,Juan Pellico Saez,A5005397793,exact,,name_unique
1597,Sara Abalde-Cela,A5022060261,exact,,name_unique
1598,Jaana Vapaavuori,A5025488830,exact,,name_unique
1599,Felix Gunkel,A5029467045,exact,,name_unique
1600,Antonino Calà Lesina,A5030456537,alias,,round3_semantic
1601,Jonathan Leliaert,A5034058474,exact,,name_unique
1602,Xuekun Lu,A5024838764,exact,I166337079,round3_semantic
1603,Karel Zidek,A5028466313,exact,,name_unique
1604,Giulia Grancini,A5045697365,exact,,name_unique
1605,Jagoda Slawinska,A5068268395,alias,I169381384,round2_inst
1606,Rui Domingues,A5099438277,exact,,round3_semantic
1607,Assaf Gal,A5058222746,exact,,name_unique
1608,Pablo P Boix,A5040052910,alias,I134820265,round2_inst
1609,Samuel Jones,A5112461629,exact,,round3_semantic
1610,Oana Cojocaru-Mirédin,A5083110362,exact,,name_unique
1611,Clara Rodrigues Pereira,A5073987834,exact,,name_unique
1612,Sandra Korte-Kerzel,A5079544735,exact,,name_unique
1613,Iñigo Ramiro,A5018426124,alias,,round4_semtie
1614,Jose Lado,A5026208796,alias,I9927081,round2_inst
1615,Samuel Stranks,A5077878068,alias,I241749,round2_inst
1616,Karin Leistner,A5008244988,exact,,name_unique
1618,Ferry Prins,A5066653294,exact,,name_unique
1619,Fabian Meder,A5080178391,exact,,name_unique
1620,Stefan Pogatscher,A5091736804,exact,,name_unique
1621,Simone Fabiano,A5072746455,exact,,name_unique
1622,Tong Li,A5100359057,exact,,round4_semtie
1623,Amelie Heuer-Jungemann,A5066800511,exact,,name_unique
1624,Manuel Mendes,A5103481221,exact,,round4_semtie
1625,Kunal Masania,A5082870560,exact,,name_unique
1626,Ian Marius Peters,A5061704673,exact,,name_unique
1627,Justin Zoppe,A5050775278,alias,,round3_semantic
1628,Ulrich Wilhelm Paetzold,A5083057729,alias,I102335020,round2_inst
1629,Sergio Fernandez Garrido,A5053351691,exact,,name_unique
1630,Johanna Rosen,A5077791406,exact,,round3_semantic
1631,Sabine Van Rijt,A5007398191,exact,,name_unique
1632,Jaime Martin,A5103086995,exact,I11019714,round2_inst
1633,Yana Vaynzof,A5088452379,exact,,name_unique
1634,Matthew Baker,A5092785906,exact,,round3_semantic
1635,Magnus Jonsson,A5058883682,exact,,round4_semtie
1636,Anna Sandak,A5023451581,exact,,round3_semantic
1637,Christian Müller,A5027252979,exact,I66862912,round2_inst
1638,Teresa Pellegrino,A5012179244,exact,I30771326,round2_inst
1639,Laura De Laporte,A5068458769,exact,,name_unique
1640,Rob Ameloot,A5007730201,exact,,name_unique
1641,Feng Gao,A5100729278,exact,,round4_semtie
1642,Mahmoud Tavakoli,A5059837485,exact,I76903346,round2_inst
1643,Sedat Nizamoglu,A5009830839,exact,,name_unique
1644,Alessio Zaccone,A5087484656,exact,,name_unique
1645,Arri Priimagi,A5029202496,exact,,name_unique
1646,Morten Smedskjaer,A5022182707,alias,I891191580,round2_inst
1647,Christoph Kirchlechner,A5065769313,exact,I102335020,round2_inst
1648,Juan Jose Vilatela,A5043783689,alias,I4210090776,round2_inst
1649,Viviana Cavaliere,A5105786214,exact,,round4_semtie
1650,Jordy De Vries,A5039841302,exact,I887064364,round2_inst
1651,Bruno Bertini,A5053950593,exact,I79619799,round2_inst
1652,Risto Paatelainen,A5082694724,exact,,name_unique
1653,Savvas Zafeiropoulos,A5015748226,exact,,name_unique
1654,Stefan Schoppmann,A5019969240,alias,I197323543,round2_inst
1655,Martin Fertl,A5026810489,alias,I197323543,round2_inst
1656,Mikael Chala,A5067950961,alias,I173304897,round2_inst
1657,Karoline Schäffner,A5026083116,alias,I149899117,round2_inst
1658,Tim Langen,A5006507974,exact,I145847075,round2_inst
1659,Maksym Serbyn,A5058270233,exact,,name_unique
1660,Philippe Faist,A5015485393,exact,,name_unique
1661,Eleonora Viezzer,A5065893910,alias,I79238269,round2_inst
1662,Dermot Green,A5053884884,alias,I126231945,round2_inst
1663,Clara Saraceno,A5034606461,alias,,round3_semantic
1664,Franz Herzog,A5054539660,exact,I98677209,round4_semtie
1665,Christoph Heyl,A5009574599,exact,,round4_maxpapers
1666,Mark Mezei,A5045219483,exact,,name_unique
1667,Michele Del Zotto,A5042502780,exact,,name_unique
1668,Tim Schröder,A5113883170,exact,,round3_semantic
1669,Mikkel Brydegaard,A5057068419,exact,,name_unique
1670,Jacob Friedrich Finkenrath,A5043006782,alias,I167360494,round2_inst
1671,Johannes Schachenmayer,A5066481241,exact,,name_unique
1672,Andreas Reiserer,A5027281469,exact,,name_unique
1673,Astrid Eichhorn,A5010105121,exact,,round3_semantic
1674,Adam Nahum,A5082537491,exact,,name_unique
1675,Mathew Bullimore,A5000321382,exact,,name_unique
1676,Vedran Dunjko,A5069043772,exact,,name_unique
1677,Hanieh Fattahi,A5066534247,exact,I149899117,round2_inst
1678,Valentina Sola,A5107398837,exact,,round4_semtie
1679,Gergely Endrödi,A5044985948,exact,,name_unique
1680,Xin-Yu Luo,A5101201805,exact,,round3_semantic
1681,Jutho Haegeman,A5023227620,exact,,name_unique
